descendant	ancestor	display
1220643007	698247007	Regular wide QRS complex tachycardia
1222539006	698247007	Three consecutive ventricular premature complexes
1230096008	698247007	Timothy syndrome
1230097004	698247007	Atypical Timothy syndrome
1230406008	698247007	Postoperative cardiac arrhythmia
1264229001	698247007	Fetal cardiac arrest
1296683001	698247007	Stable tachyarrhythmia
1296782003	698247007	Stable bradyarrhythmia
1332373008	698247007	Agonal rhythm
5761000119100	698247007	Nonsustained paroxysmal supraventricular tachycardia
10701000087104	698247007	Arrhythmia during surgery
21421000119109	698247007	Nonsustained paroxysmal ventricular tachycardia
72291000119104	698247007	Cardiac arrhythmia during pregnancy
102451000119107	698247007	Complete atrioventricular block as complication of atrioventricular nodal ablation
120041000119109	698247007	Atrial fibrillation with rapid ventricular response
284941000119107	698247007	High degree second degree atrioventricular block
284951000119109	698247007	Postoperative atrioventricular block
10743741000119103	698247007	Cardiac arrhythmia in mother complicating childbirth
10745231000119102	698247007	Cardiac arrest due to administration of anesthesia in pregnancy
10750641000119101	698247007	Cardiac arrest due to failed attempted abortion
10760181000119109	698247007	Cardiac arrest due to miscarriage
10811961000119109	698247007	Cardiac arrest due to incomplete miscarriage
15964501000119104	698247007	Cardiac arrest during cardiac surgery
15964901000119107	698247007	Atypical atrial flutter
16415081000119104	698247007	Supraventricular tachycardia following acute myocardial infarction
280797561000119107	698247007	Permanent atrial fibrillation due to heart valve disorder
313377641000119105	698247007	Atrial fibrillation due to heart valve disorder
467643831000119105	698247007	Paroxysmal atrial fibrillation due to heart valve disorder
489609371000119104	698247007	Persistent atrial fibrillation due to heart valve disorder
38096003	707147002	Functional asplenia
93030006	707147002	Congenital absence of spleen
711407000	707147002	Thrombocytopathy, asplenia and miosis
724639003	707147002	Asplenia following surgical procedure
726708009	707147002	Familial isolated congenital asplenia
1003551006	707147002	Agenesis of spleen
1217373008	707147002	Diaphragmatic hernia, short bowel, asplenia syndrome
16726004	709044004	Renal osteodystrophy
46177005	709044004	End-stage renal disease
49708008	709044004	Anemia of chronic renal failure
57557005	709044004	Chronic milk alkali syndrome
90688005	709044004	Chronic renal failure
236433006	709044004	Acute-on-chronic renal failure
236434000	709044004	End stage renal failure untreated by renal replacement therapy
236435004	709044004	End stage renal failure on dialysis
236436003	709044004	End stage renal failure with renal transplant
236552002	709044004	Adynamic bone disease
425369003	709044004	Chronic progressive renal failure
431855005	709044004	Chronic kidney disease stage 1
431856006	709044004	Chronic kidney disease stage 2
431857002	709044004	Chronic kidney disease stage 4
433144002	709044004	Chronic kidney disease stage 3
433146000	709044004	Chronic kidney disease stage 5
700378005	709044004	Chronic kidney disease stage 3A
700379002	709044004	Chronic kidney disease stage 3B
704667004	709044004	Hypertension concurrent and due to end stage renal disease on dialysis
707324008	709044004	Anemia in end stage renal disease
708975004	709044004	Mixed renal osteodystrophy
712487000	709044004	End stage renal disease due to benign hypertension
713313000	709044004	Chronic kidney disease mineral and bone disorder
714152005	709044004	Chronic kidney disease stage 5 on dialysis
714153000	709044004	Chronic kidney disease stage 5 with transplant
722098007	709044004	Chronic kidney disease following donor nephrectomy
722149000	709044004	Chronic kidney disease due to and following excision of neoplasm of kidney
722150000	709044004	Chronic kidney disease due to systemic infection
722467000	709044004	Chronic kidney disease due to traumatic loss of kidney
723190009	709044004	Chronic renal insufficiency
776416004	709044004	Hyperuricemia, pulmonary hypertension, renal failure, alkalosis syndrome
897310009	709044004	Renal osteodystrophy with high bone turnover
897311008	709044004	Renal osteodystrophy with normal bone turnover
897312001	709044004	Renal osteodystrophy with low bone turnover
1208934006	709044004	Sagliker syndrome
1217070004	709044004	Renal osteodystrophy due to hyperparathyroidism
1295482007	709044004	Osteoporosis due to chronic kidney disease
1332436006	709044004	Hypertension in chronic kidney disease stage 3B due to type 1 diabetes mellitus
1332441003	709044004	Hypertension in chronic kidney disease stage 3A due to type 1 diabetes mellitus
1332442005	709044004	Hypertension in chronic kidney disease stage 3 due to type 1 diabetes mellitus
1332464001	709044004	Hypertension in chronic kidney disease stage 2 due to type 1 diabetes mellitus
1332465000	709044004	Hypertension in chronic kidney disease stage 3B due to type 2 diabetes mellitus
1332466004	709044004	Hypertension in chronic kidney disease stage 3A due to type 2 diabetes mellitus
1332467008	709044004	Hypertension in chronic kidney disease stage 5 due to type 1 diabetes mellitus
1332468003	709044004	Hypertension in chronic kidney disease stage 4 due to type 1 diabetes mellitus
1332469006	709044004	Chronic kidney disease stage 3B due to type 2 diabetes mellitus
1332470007	709044004	Chronic kidney disease stage 3A due to type 2 diabetes mellitus
1332471006	709044004	Chronic kidney disease stage 3B due to type 1 diabetes mellitus
1332472004	709044004	Chronic kidney disease stage 3A due to type 1 diabetes mellitus
711000119100	709044004	Chronic kidney disease stage 5 due to type 2 diabetes mellitus
721000119107	709044004	Chronic kidney disease stage 4 due to type 2 diabetes mellitus
731000119105	709044004	Chronic kidney disease stage 3 due to type 2 diabetes mellitus
741000119101	709044004	Chronic kidney disease stage 2 due to type 2 diabetes mellitus
751000119104	709044004	Chronic kidney disease stage 1 due to type 2 diabetes mellitus
771000119108	709044004	Chronic kidney disease due to type 2 diabetes mellitus
1801000119106	709044004	Anemia, pre-end stage renal disease on erythropoietin protocol
8501000119104	709044004	Hypertensive heart and chronic kidney disease
71421000119105	709044004	Hypertension in chronic kidney disease due to type 2 diabetes mellitus
71701000119105	709044004	Hypertension in chronic kidney disease due to type 1 diabetes mellitus
90721000119101	709044004	Chronic kidney disease stage 1 due to type 1 diabetes mellitus
90731000119103	709044004	Chronic kidney disease stage 2 due to type 1 diabetes mellitus
90741000119107	709044004	Chronic kidney disease stage 3 due to type 1 diabetes mellitus
90751000119109	709044004	Chronic kidney disease stage 4 due to type 1 diabetes mellitus
90761000119106	709044004	Chronic kidney disease stage 5 due to type 1 diabetes mellitus
90771000119100	709044004	End stage renal disease on dialysis due to type 1 diabetes mellitus
90791000119104	709044004	End stage renal disease on dialysis due to type 2 diabetes mellitus
96441000119101	709044004	Chronic kidney disease due to type 1 diabetes mellitus
96701000119107	709044004	Hypertensive heart AND chronic kidney disease on dialysis
96711000119105	709044004	Hypertensive heart AND chronic kidney disease stage 5
96721000119103	709044004	Hypertensive heart AND chronic kidney disease stage 4
96731000119100	709044004	Hypertensive heart AND chronic kidney disease stage 3
96741000119109	709044004	Hypertensive heart AND chronic kidney disease stage 2
96751000119106	709044004	Hypertensive heart AND chronic kidney disease stage 1
104931000119100	709044004	Chronic kidney disease due to hypertension
111411000119103	709044004	End stage renal disease due to hypertension
117681000119102	709044004	Chronic kidney disease stage 1 due to hypertension
118781000119108	709044004	Pre-existing hypertensive chronic kidney disease in mother complicating pregnancy
127991000119101	709044004	Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus
128001000119105	709044004	Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus
129151000119102	709044004	Chronic kidney disease stage 4 due to hypertension
129161000119100	709044004	Chronic kidney disease stage 5 due to hypertension
129171000119106	709044004	Chronic kidney disease stage 3 due to hypertension
129181000119109	709044004	Chronic kidney disease stage 2 due to hypertension
140101000119109	709044004	Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus
140111000119107	709044004	Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus
140121000119100	709044004	Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus
140131000119102	709044004	Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus
153851000119106	709044004	Malignant hypertensive chronic kidney disease stage 5
153891000119101	709044004	End stage renal disease on dialysis due to hypertension
284961000119106	709044004	Chronic kidney disease due to benign hypertension
284971000119100	709044004	Chronic kidney disease stage 1 due to benign hypertension
284981000119102	709044004	Chronic kidney disease stage 2 due to benign hypertension
284991000119104	709044004	Chronic kidney disease stage 3 due to benign hypertension
285001000119105	709044004	Chronic kidney disease stage 4 due to benign hypertension
285011000119108	709044004	Chronic kidney disease stage 5 due to benign hypertension
285831000119108	709044004	Malignant hypertensive chronic kidney disease
285841000119104	709044004	Malignant hypertensive end stage renal disease
285851000119102	709044004	Malignant hypertensive chronic kidney disease stage 1
285861000119100	709044004	Malignant hypertensive chronic kidney disease stage 2
285871000119106	709044004	Malignant hypertensive chronic kidney disease stage 3
285881000119109	709044004	Malignant hypertensive chronic kidney disease stage 4
286371000119107	709044004	Malignant hypertensive end stage renal disease on dialysis
368421000119108	709044004	Chronic kidney disease stage 1 due to drug induced diabetes mellitus
368431000119106	709044004	Chronic kidney disease stage 2 due to drug induced diabetes mellitus
368441000119102	709044004	Chronic kidney disease stage 3 due to drug induced diabetes mellitus
368451000119100	709044004	Chronic kidney disease stage 4 due to drug induced diabetes mellitus
368461000119103	709044004	Chronic kidney disease stage 5 due to drug induced diabetes mellitus
368471000119109	709044004	End stage renal disease on dialysis due to drug induced diabetes mellitus
691421000119108	709044004	Anemia co-occurrent and due to chronic kidney disease stage 3
10757401000119104	709044004	Pre-existing hypertensive heart and chronic kidney disease in mother complicating childbirth
10757481000119107	709044004	Pre-existing hypertensive heart and chronic kidney disease in mother complicating pregnancy
5499009	70995007	Pulmonary hypertensive venous disease
10964002	70995007	Progressive pulmonary hypertension
11399002	70995007	Pulmonary arterial hypertension
87394009	70995007	Episodic pulmonary hypertension
88223008	70995007	Secondary pulmonary hypertension
233815004	70995007	Persistent pulmonary hypertension of the newborn
233941006	70995007	Solitary pulmonary hypertension
233942004	70995007	Small vessel pulmonary hypertension
233943009	70995007	Sporadic primary pulmonary hypertension
233944003	70995007	Familial primary pulmonary hypertension
233945002	70995007	Pulmonary arterial hypertension induced by drug
233946001	70995007	Large vessel pulmonary hypertension
233947005	70995007	Chronic thromboembolic pulmonary hypertension
